edge_id,from,to,distance,danger_type,congestion,passable,road_name,instruction,polyline,strategy,variant,path_index,step_index
OSM00001,O71121979,O1721531798,0.0403,normal,0.05,true,南北高架路,OSM trunk way 8756689,"121.4705025,31.2231066;121.4707766,31.2228305",osm,osm_trunk,8756689,0
OSM00002,O1721531798,O1721531811,0.037,normal,0.05,true,南北高架路,OSM trunk way 8756689,"121.4707766,31.2228305;121.4709958,31.2225557",osm,osm_trunk,8756689,1
OSM00003,O1721531811,O1721531799,0.0214,normal,0.05,true,南北高架路,OSM trunk way 8756689,"121.4709958,31.2225557;121.4711014,31.2223856",osm,osm_trunk,8756689,2
OSM00004,O1721531799,O1721531804,0.0213,normal,0.15,true,南北高架路,OSM trunk way 8756689,"121.4711014,31.2223856;121.4711954,31.2222120",osm,osm_trunk,8756689,3
OSM00005,O1721531804,O1721533839,0.0275,normal,0.15,true,南北高架路,OSM trunk way 8756689,"121.4711954,31.2222120;121.4713182,31.2219879",osm,osm_trunk,8756689,4
OSM00006,O1721533839,O1721531795,0.0329,normal,0.15,true,南北高架路,OSM trunk way 8756689,"121.4713182,31.2219879;121.4714397,31.2217107",osm,osm_trunk,8756689,5
OSM00007,O1721531795,O1721531808,0.0329,normal,0.15,true,南北高架路,OSM trunk way 8756689,"121.4714397,31.2217107;121.4715462,31.2214292",osm,osm_trunk,8756689,6
OSM00008,O1721531808,O4375143304,0.0149,normal,0.15,true,南北高架路,OSM trunk way 8756689,"121.4715462,31.2214292;121.4715811,31.2212984",osm,osm_trunk,8756689,7
OSM00009,O4375143304,O83316739,0.0175,normal,0.15,true,南北高架路,OSM trunk way 8756689,"121.4715811,31.2212984;121.4716160,31.2211437",osm,osm_trunk,8756689,8
OSM00010,O824481103,O62924733,0.0878,normal,0.05,true,威海路,OSM residential way 8758061,"121.4550783,31.2242003;121.4557112,31.2247758",osm,osm_residential,8758061,9
OSM00011,O62924733,O94820531,0.0936,normal,0.05,true,威海路,OSM residential way 8758061,"121.4557112,31.2247758;121.4564598,31.2253221",osm,osm_residential,8758061,10
OSM00012,O64806543,O64806544,0.078,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4316306,31.2179737;121.4324372,31.2181025",osm,osm_residential,8881053,11
OSM00013,O64806544,O4239813530,0.0402,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4324372,31.2181025;121.4328490,31.2181824",osm,osm_residential,8881053,12
OSM00014,O4239813530,O4239813533,0.0454,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4328490,31.2181824;121.4333016,31.2183111",osm,osm_residential,8881053,13
OSM00015,O4239813533,O8339246257,0.0204,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4333016,31.2183111;121.4335144,31.2183306",osm,osm_residential,8881053,14
OSM00016,O8339246257,O64806545,0.012,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4335144,31.2183306;121.4336397,31.2183392",osm,osm_residential,8881053,15
OSM00017,O64806545,O9681338235,0.0314,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4336397,31.2183392;121.4339689,31.2183164",osm,osm_residential,8881053,16
OSM00018,O9681338235,O64806546,0.027,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4339689,31.2183164;121.4342515,31.2182969",osm,osm_residential,8881053,17
OSM00019,O64806546,O4239813531,0.0333,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4342515,31.2182969;121.4346017,31.2182815",osm,osm_residential,8881053,18
OSM00020,O4239813531,O4239813532,0.0314,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4346017,31.2182815;121.4349307,31.2183011",osm,osm_residential,8881053,19
OSM00021,O4239813532,O4458655110,0.0372,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4349307,31.2183011;121.4353174,31.2183528",osm,osm_residential,8881053,20
OSM00022,O4458655110,O573259239,0.0591,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4353174,31.2183528;121.4359310,31.2184369",osm,osm_residential,8881053,21
OSM00023,O573259239,O12459103365,0.0103,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4359310,31.2184369;121.4360357,31.2184599",osm,osm_residential,8881053,22
OSM00024,O12459103365,O4239813534,0.0249,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4360357,31.2184599;121.4362890,31.2185154",osm,osm_residential,8881053,23
OSM00025,O4239813534,O4239813535,0.0314,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4362890,31.2185154;121.4365995,31.2186109",osm,osm_residential,8881053,24
OSM00026,O4239813535,O4239813536,0.0211,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4365995,31.2186109;121.4367673,31.2187347",osm,osm_residential,8881053,25
OSM00027,O4239813536,O573267343,0.0235,normal,0.05,true,东诸安浜路,OSM residential way 8881053,"121.4367673,31.2187347;121.4368793,31.2189228",osm,osm_residential,8881053,26
OSM00028,O616806539,O640199097,0.0898,normal,0.08,true,曹杨路,OSM primary way 8881057,"121.4157525,31.2389764;121.4165154,31.2385001",osm,osm_primary,8881057,27
OSM00029,O640199097,O565239556,0.1179,normal,0.08,true,曹杨路,OSM primary way 8881057,"121.4165154,31.2385001;121.4175560,31.2379228",osm,osm_primary,8881057,28
OSM00030,O565239556,O9108225257,0.0542,normal,0.08,true,曹杨路,OSM primary way 8881057,"121.4175560,31.2379228;121.4179889,31.2376060",osm,osm_primary,8881057,29
OSM00031,O9108225257,O565239561,0.1109,normal,0.08,true,曹杨路,OSM primary way 8881057,"121.4179889,31.2376060;121.4189197,31.2370043",osm,osm_primary,8881057,30
OSM00032,O565239561,O616807329,0.0985,normal,0.08,true,曹杨路,OSM primary way 8881057,"121.4189197,31.2370043;121.4197233,31.2364455",osm,osm_primary,8881057,31
OSM00033,O616807329,O616807330,0.0354,normal,0.08,true,曹杨路,OSM primary way 8881057,"121.4197233,31.2364455;121.4199806,31.2362159",osm,osm_primary,8881057,32
OSM00034,O616807330,O726711357,0.0954,normal,0.08,true,曹杨路,OSM primary way 8881057,"121.4199806,31.2362159;121.4205165,31.2354904",osm,osm_primary,8881057,33
OSM00035,O65667398,O12459103372,0.0293,normal,0.08,true,延安西路,OSM primary way 8884713,"121.4370442,31.2171350;121.4368003,31.2169733",osm,osm_primary,8884713,34
OSM00036,O12459103372,O12459103367,0.0777,normal,0.08,true,延安西路,OSM primary way 8884713,"121.4368003,31.2169733;121.4361537,31.2165464",osm,osm_primary,8884713,35
OSM00037,O12459103367,O65667396,0.1038,normal,0.08,true,延安西路,OSM primary way 8884713,"121.4361537,31.2165464;121.4352894,31.2159759",osm,osm_primary,8884713,36
OSM00038,O65667396,O12459888743,0.0888,normal,0.08,true,延安西路,OSM primary way 8884713,"121.4352894,31.2159759;121.4346202,31.2154188",osm,osm_primary,8884713,37
OSM00039,O12459888743,O65667395,0.0316,normal,0.08,true,延安西路,OSM primary way 8884713,"121.4346202,31.2154188;121.4343825,31.2152208",osm,osm_primary,8884713,38
OSM00040,O65667395,O1730218044,0.0199,normal,0.08,true,延安西路,OSM primary way 8884713,"121.4343825,31.2152208;121.4342228,31.2151046",osm,osm_primary,8884713,39
OSM00041,O1730218044,O12459888751,0.0067,normal,0.08,true,延安西路,OSM primary way 8884713,"121.4342228,31.2151046;121.4341668,31.2150679",osm,osm_primary,8884713,40
OSM00042,O12459888751,O3355861041,0.0976,normal,0.08,true,延安西路,OSM primary way 8884713,"121.4341668,31.2150679;121.4333519,31.2145349",osm,osm_primary,8884713,41
OSM00043,O3355861041,O64806568,0.0326,normal,0.08,true,延安西路,OSM primary way 8884713,"121.4333519,31.2145349;121.4330782,31.2143578",osm,osm_primary,8884713,42
OSM00044,O4987519206,O62917029,0.0148,normal,0.05,true,成都南路,OSM residential way 8887999,"121.4674765,31.2236660;121.4674704,31.2235329",osm,osm_residential,8887999,43
OSM00045,O62917029,O479307593,0.0271,normal,0.05,true,成都南路,OSM residential way 8887999,"121.4674704,31.2235329;121.4674971,31.2232899",osm,osm_residential,8887999,44
OSM00046,O479307593,O62917028,0.0098,normal,0.05,true,成都南路,OSM residential way 8887999,"121.4674971,31.2232899;121.4675069,31.2232023",osm,osm_residential,8887999,45
OSM00047,O62917028,O62917024,0.1451,normal,0.05,true,成都南路,OSM residential way 8887999,"121.4675069,31.2232023;121.4676072,31.2219006",osm,osm_residential,8887999,46
OSM00048,O62917024,O477597199,0.1543,normal,0.05,true,成都南路,OSM residential way 8887999,"121.4676072,31.2219006;121.4682605,31.2206301",osm,osm_residential,8887999,47
OSM00049,O63288791,O78013509,0.0888,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4510117,31.2224207;121.4501616,31.2220893",osm,osm_trunk,9196168,48
OSM00050,O78013509,O10614551638,0.0199,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4501616,31.2220893;121.4499701,31.2220168",osm,osm_trunk,9196168,49
OSM00051,O10614551638,O1984271708,0.0242,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4499701,31.2220168;121.4497378,31.2219288",osm,osm_trunk,9196168,50
OSM00052,O1984271708,O1984271715,0.07,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4497378,31.2219288;121.4490596,31.2216845",osm,osm_trunk,9196168,51
OSM00053,O1984271715,O78013508,0.0661,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4490596,31.2216845;121.4484059,31.2214820",osm,osm_trunk,9196168,52
OSM00054,O78013508,O1984271656,0.0412,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4484059,31.2214820;121.4479931,31.2213703",osm,osm_trunk,9196168,53
OSM00055,O1984271656,O78013507,0.0529,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4479931,31.2213703;121.4474519,31.2212583",osm,osm_trunk,9196168,54
OSM00056,O78013507,O78013505,0.0644,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4474519,31.2212583;121.4467879,31.2211462",osm,osm_trunk,9196168,55
OSM00057,O78013505,O78013503,0.146,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4467879,31.2211462;121.4452762,31.2209174",osm,osm_trunk,9196168,56
OSM00058,O78013503,O1984271659,0.063,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4452762,31.2209174;121.4446416,31.2207531",osm,osm_trunk,9196168,57
OSM00059,O1984271659,O78013502,0.0569,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4446416,31.2207531;121.4441112,31.2205154",osm,osm_trunk,9196168,58
OSM00060,O78013502,O78013501,0.1348,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4441112,31.2205154;121.4429367,31.2198371",osm,osm_trunk,9196168,59
OSM00061,O78013501,O1730218059,0.0414,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4429367,31.2198371;121.4425462,31.2196718",osm,osm_trunk,9196168,60
OSM00062,O1730218059,O824481386,0.0356,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4425462,31.2196718;121.4421872,31.2195797",osm,osm_trunk,9196168,61
OSM00063,O824481386,O78013500,0.0693,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4421872,31.2195797;121.4414709,31.2194634",osm,osm_trunk,9196168,62
OSM00064,O78013500,O1730218046,0.0456,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4414709,31.2194634;121.4409986,31.2193930",osm,osm_trunk,9196168,63
OSM00065,O1730218046,O78013499,0.0426,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4409986,31.2193930;121.4405648,31.2192960",osm,osm_trunk,9196168,64
OSM00066,O78013499,O78013497,0.0416,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4405648,31.2192960;121.4401629,31.2191492",osm,osm_trunk,9196168,65
OSM00067,O78013497,O1730218026,0.0544,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4401629,31.2191492;121.4396736,31.2188964",osm,osm_trunk,9196168,66
OSM00068,O1730218026,O78013496,0.0615,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4396736,31.2188964;121.4391910,31.2185287",osm,osm_trunk,9196168,67
OSM00069,O78013496,O1730218062,0.0733,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4391910,31.2185287;121.4386627,31.2180492",osm,osm_trunk,9196168,68
OSM00070,O1730218062,O78013494,0.0984,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4386627,31.2180492;121.4378541,31.2174973",osm,osm_trunk,9196168,69
OSM00071,O78013494,O78017298,0.1004,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4378541,31.2174973;121.4369591,31.2170175",osm,osm_trunk,9196168,70
OSM00072,O78017298,O1730218005,0.068,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4369591,31.2170175;121.4363753,31.2166650",osm,osm_trunk,9196168,71
OSM00073,O1730218005,O78017296,0.111,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4363753,31.2166650;121.4354692,31.2160359",osm,osm_trunk,9196168,72
OSM00074,O78017296,O78017295,0.1335,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4354692,31.2160359;121.4344686,31.2151943",osm,osm_trunk,9196168,73
OSM00075,O78017295,O1730218037,0.07,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4344686,31.2151943;121.4339268,31.2147677",osm,osm_trunk,9196168,74
OSM00076,O1730218037,O78017294,0.1031,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4339268,31.2147677;121.4330259,31.2142520",osm,osm_trunk,9196168,75
OSM00077,O78017294,O4676163129,0.0674,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4330259,31.2142520;121.4323864,31.2139907",osm,osm_trunk,9196168,76
OSM00078,O4676163129,O78017293,0.0652,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4323864,31.2139907;121.4317940,31.2136963",osm,osm_trunk,9196168,77
OSM00079,O78017293,O78017292,0.062,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4317940,31.2136963;121.4312903,31.2133416",osm,osm_trunk,9196168,78
OSM00080,O78017292,O1984211701,0.0363,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4312903,31.2133416;121.4310162,31.2131141",osm,osm_trunk,9196168,79
OSM00081,O1984211701,O78017291,0.0512,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4310162,31.2131141;121.4306899,31.2127477",osm,osm_trunk,9196168,80
OSM00082,O78017291,O1984211697,0.0769,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4306899,31.2127477;121.4303149,31.2121354",osm,osm_trunk,9196168,81
OSM00083,O1984211697,O78017290,0.0652,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4303149,31.2121354;121.4299894,31.2116192",osm,osm_trunk,9196168,82
OSM00084,O78017290,O1984211690,0.0475,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4299894,31.2116192;121.4296870,31.2112787",osm,osm_trunk,9196168,83
OSM00085,O1984211690,O64806122,0.0401,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4296870,31.2112787;121.4293984,31.2110163",osm,osm_trunk,9196168,84
OSM00086,O64806122,O95398699,0.035,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4293984,31.2110163;121.4291065,31.2108242",osm,osm_trunk,9196168,85
OSM00087,O95398699,O559822228,0.0483,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4291065,31.2108242;121.4286699,31.2106020",osm,osm_trunk,9196168,86
OSM00088,O559822228,O64806123,0.0471,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4286699,31.2106020;121.4282122,31.2104394",osm,osm_trunk,9196168,87
OSM00089,O64806123,O1984211688,0.0658,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4282122,31.2104394;121.4275317,31.2103322",osm,osm_trunk,9196168,88
OSM00090,O1984211688,O824634577,0.0889,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4275317,31.2103322;121.4265982,31.2102888",osm,osm_trunk,9196168,89
OSM00091,O824634577,O824634579,0.0651,normal,0.05,true,延安高架路,OSM trunk way 9196168,"121.4265982,31.2102888;121.4259211,31.2102059",osm,osm_trunk,9196168,90
OSM00092,O64806126,O5016330952,0.2445,normal,0.05,true,延安高架路,OSM trunk way 9196170,"121.4175509,31.2084307;121.4150526,31.2079103",osm,osm_trunk,9196170,91
OSM00093,O68522692,O68522712,0.0657,normal,0.05,true,延安高架路,OSM trunk way 9196180,"121.4230901,31.2096132;121.4224231,31.2094592",osm,osm_trunk,9196180,92
OSM00094,O68522712,O1984201351,0.1572,normal,0.05,true,延安高架路,OSM trunk way 9196180,"121.4224231,31.2094592;121.4208232,31.2091034",osm,osm_trunk,9196180,93
OSM00095,O1984201351,O64806126,0.3201,normal,0.05,true,延安高架路,OSM trunk way 9196180,"121.4208232,31.2091034;121.4175509,31.2084307",osm,osm_trunk,9196180,94
OSM00096,O5016330952,O5016330951,0.0315,normal,0.05,true,延安高架路,OSM trunk way 9197204,"121.4150526,31.2079103;121.4147387,31.2078194",osm,osm_trunk,9197204,95
OSM00097,O5016330951,O5016330950,0.0246,normal,0.05,true,延安高架路,OSM trunk way 9197204,"121.4147387,31.2078194;121.4145076,31.2077192",osm,osm_trunk,9197204,96
OSM00098,O5016330950,O81323350,0.0377,normal,0.05,true,延安高架路,OSM trunk way 9197204,"121.4145076,31.2077192;121.4141515,31.2075710",osm,osm_trunk,9197204,97
OSM00099,O81323350,O68532588,0.0341,normal,0.05,true,延安高架路,OSM trunk way 9197204,"121.4141515,31.2075710;121.4138429,31.2074150",osm,osm_trunk,9197204,98
OSM00100,O68532588,O64806128,0.0432,normal,0.05,true,延安高架路,OSM trunk way 9197204,"121.4138429,31.2074150;121.4134568,31.2072096",osm,osm_trunk,9197204,99
OSM00101,O64806128,O94706586,0.06,normal,0.05,true,延安高架路,OSM trunk way 9197204,"121.4134568,31.2072096;121.4129690,31.2068677",osm,osm_trunk,9197204,100
OSM00102,O64812045,O68607281,0.0336,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4109456,31.2262692;121.4108563,31.2265611",osm,osm_trunk,9201689,101
OSM00103,O68607281,O64812047,0.1195,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4108563,31.2265611;121.4105025,31.2275924",osm,osm_trunk,9201689,102
OSM00104,O64812047,O3871133039,0.0582,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4105025,31.2275924;121.4103541,31.2281000",osm,osm_trunk,9201689,103
OSM00105,O3871133039,O3871133045,0.0398,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4103541,31.2281000;121.4102736,31.2284508",osm,osm_trunk,9201689,104
OSM00106,O3871133045,O3871133047,0.027,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4102736,31.2284508;121.4102396,31.2286915",osm,osm_trunk,9201689,105
OSM00107,O3871133047,O64812048,0.0197,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4102396,31.2286915;121.4102289,31.2288687",osm,osm_trunk,9201689,106
OSM00108,O64812048,O3871133049,0.0426,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4102289,31.2288687;121.4102394,31.2292518",osm,osm_trunk,9201689,107
OSM00109,O3871133049,O64812049,0.0489,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4102394,31.2292518;121.4102875,31.2296898",osm,osm_trunk,9201689,108
OSM00110,O64812049,O64811178,0.1139,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4102875,31.2296898;121.4105090,31.2306962",osm,osm_trunk,9201689,109
OSM00111,O64811178,O68607666,0.0745,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4105090,31.2306962;121.4106635,31.2313531",osm,osm_trunk,9201689,110
OSM00112,O68607666,O3871133051,0.0627,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4106635,31.2313531;121.4108272,31.2318997",osm,osm_trunk,9201689,111
OSM00113,O3871133051,O71027548,0.0493,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4108272,31.2318997;121.4110014,31.2323174",osm,osm_trunk,9201689,112
OSM00114,O71027548,O3871133054,0.0592,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4110014,31.2323174;121.4112363,31.2328101",osm,osm_trunk,9201689,113
OSM00115,O3871133054,O3883296381,0.0413,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4112363,31.2328101;121.4114221,31.2331455",osm,osm_trunk,9201689,114
OSM00116,O3883296381,O64811181,0.046,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4114221,31.2331455;121.4116489,31.2335112",osm,osm_trunk,9201689,115
OSM00117,O64811181,O3881772925,0.0852,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4116489,31.2335112;121.4121015,31.2341728",osm,osm_trunk,9201689,116
OSM00118,O3881772925,O94570026,0.0607,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4121015,31.2341728;121.4124316,31.2346397",osm,osm_trunk,9201689,117
OSM00119,O94570026,O64811184,0.0333,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4124316,31.2346397;121.4126208,31.2348912",osm,osm_trunk,9201689,118
OSM00120,O64811184,O8108691873,0.0094,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4126208,31.2348912;121.4126729,31.2349627",osm,osm_trunk,9201689,119
OSM00121,O8108691873,O64811185,0.1747,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4126729,31.2349627;121.4136458,31.2362956",osm,osm_trunk,9201689,120
OSM00122,O64811185,O64811186,0.1037,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4136458,31.2362956;121.4141699,31.2371135",osm,osm_trunk,9201689,121
OSM00123,O64811186,O8819626686,0.085,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4141699,31.2371135;121.4146349,31.2377665",osm,osm_trunk,9201689,122
OSM00124,O8819626686,O64811187,0.0854,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4146349,31.2377665;121.4151150,31.2384151",osm,osm_trunk,9201689,123
OSM00125,O64811187,O8819626685,0.04,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4151150,31.2384151;121.4153618,31.2387063",osm,osm_trunk,9201689,124
OSM00126,O8819626685,O64811188,0.0343,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4153618,31.2387063;121.4155830,31.2389497",osm,osm_trunk,9201689,125
OSM00127,O64811188,O68608106,0.0473,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4155830,31.2389497;121.4159075,31.2392718",osm,osm_trunk,9201689,126
OSM00128,O68608106,O64811189,0.0804,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4159075,31.2392718;121.4165050,31.2397841",osm,osm_trunk,9201689,127
OSM00129,O64811189,O64811190,0.0579,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4165050,31.2397841;121.4169679,31.2401226",osm,osm_trunk,9201689,128
OSM00130,O64811190,O8947636743,0.0624,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4169679,31.2401226;121.4174848,31.2404686",osm,osm_trunk,9201689,129
OSM00131,O8947636743,O81321631,0.0931,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4174848,31.2404686;121.4182776,31.2409599",osm,osm_trunk,9201689,130
OSM00132,O81321631,O81321632,0.3287,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4182776,31.2409599;121.4211545,31.2425992",osm,osm_trunk,9201689,131
OSM00133,O81321632,O81321633,0.2956,normal,0.05,true,内环高架路,OSM trunk way 9201689,"121.4211545,31.2425992;121.4237532,31.2440592",osm,osm_trunk,9201689,132
OSM00134,O68607281,O8108691845,0.0713,normal,0.05,true,trunk,OSM trunk way 9201692,"121.4108563,31.2265611;121.4106819,31.2271846",osm,osm_trunk,9201692,133
OSM00135,O8108691845,O8108691846,0.1328,normal,0.05,true,trunk,OSM trunk way 9201692,"121.4106819,31.2271846;121.4103779,31.2283502",osm,osm_trunk,9201692,134
OSM00136,O8108691846,O8947636723,0.0311,normal,0.05,true,trunk,OSM trunk way 9201692,"121.4103779,31.2283502;121.4103269,31.2286266",osm,osm_trunk,9201692,135
OSM00137,O8947636723,O8108691847,0.0308,normal,0.05,true,trunk,OSM trunk way 9201692,"121.4103269,31.2286266;121.4103134,31.2289030",osm,osm_trunk,9201692,136
OSM00138,O8108691847,O8108691848,0.0458,normal,0.05,true,trunk,OSM trunk way 9201692,"121.4103134,31.2289030;121.4103402,31.2293147",osm,osm_trunk,9201692,137
OSM00139,O8108691848,O8108691852,0.0201,normal,0.05,true,trunk,OSM trunk way 9201692,"121.4103402,31.2293147;121.4103510,31.2294951",osm,osm_trunk,9201692,138
OSM00140,O8108691852,O8108691849,0.0237,normal,0.05,true,trunk,OSM trunk way 9201692,"121.4103510,31.2294951;121.4103672,31.2297079",osm,osm_trunk,9201692,139
OSM00141,O565237184,O600571606,0.0575,normal,0.05,true,trunk,OSM trunk way 9201716,"121.4212071,31.2425225;121.4217076,31.2428125",osm,osm_trunk,9201716,140
OSM00142,O600571606,O68608835,0.0423,normal,0.05,true,trunk,OSM trunk way 9201716,"121.4217076,31.2428125;121.4220820,31.2430179",osm,osm_trunk,9201716,141
OSM00143,O3956293527,O64811169,0.0335,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4128852,31.2118884;121.4127930,31.2121794",osm,osm_trunk,9371912,142
OSM00144,O64811169,O469945316,0.0324,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4127930,31.2121794;121.4126947,31.2124586",osm,osm_trunk,9371912,143
OSM00145,O469945316,O3956293529,0.0202,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4126947,31.2124586;121.4126168,31.2126273",osm,osm_trunk,9371912,144
OSM00146,O3956293529,O81320423,0.0311,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4126168,31.2126273;121.4124796,31.2128814",osm,osm_trunk,9371912,145
OSM00147,O81320423,O81320424,0.0582,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4124796,31.2128814;121.4122349,31.2133608",osm,osm_trunk,9371912,146
OSM00148,O81320424,O81320425,0.0822,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4122349,31.2133608;121.4119207,31.2140492",osm,osm_trunk,9371912,147
OSM00149,O81320425,O4002131739,0.1089,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4119207,31.2140492;121.4115249,31.2149678",osm,osm_trunk,9371912,148
OSM00150,O4002131739,O81320427,0.0631,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4115249,31.2149678;121.4113291,31.2155098",osm,osm_trunk,9371912,149
OSM00151,O81320427,O81320428,0.0769,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4113291,31.2155098;121.4111262,31.2161791",osm,osm_trunk,9371912,150
OSM00152,O81320428,O8947636733,0.0601,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4111262,31.2161791;121.4110172,31.2167114",osm,osm_trunk,9371912,151
OSM00153,O8947636733,O81320429,0.0683,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4110172,31.2167114;121.4108933,31.2173162",osm,osm_trunk,9371912,152
OSM00154,O81320429,O4001032065,0.0628,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4108933,31.2173162;121.4108139,31.2178767",osm,osm_trunk,9371912,153
OSM00155,O4001032065,O81320430,0.0496,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4108139,31.2178767;121.4107713,31.2183210",osm,osm_trunk,9371912,154
OSM00156,O81320430,O81320431,0.1527,normal,0.05,true,内环高架路,OSM trunk way 9371912,"121.4107713,31.2183210;121.4107571,31.2196943",osm,osm_trunk,9371912,155
