edge_id,from,to,road_name,traffic_road_name,traffic_status,traffic_status_label,traffic_speed_kmh,matched_distance_km,original_congestion,mapped_congestion,traffic_captured_at
OSM00001,O71121979,O1721531798,南北高架路,南北高架路,1,expedite,60,0.0037,0.05,0.05,2026-06-22T21:40:23
OSM00002,O1721531798,O1721531811,南北高架路,南北高架路,1,expedite,60,0.0034,0.05,0.05,2026-06-22T21:40:23
OSM00003,O1721531811,O1721531799,南北高架路,南北高架路,1,expedite,60,0.0034,0.05,0.05,2026-06-22T21:40:23
OSM00004,O1721531799,O1721531804,南北高架路,南北高架路,0,unknown,,0.0023,0.05,0.15,2026-06-22T21:40:23
OSM00005,O1721531804,O1721533839,南北高架路,南北高架路,0,unknown,,0.0011,0.05,0.15,2026-06-22T21:40:23
OSM00006,O1721533839,O1721531795,南北高架路,南北高架路,0,unknown,,0.0002,0.05,0.15,2026-06-22T21:40:23
OSM00007,O1721531795,O1721531808,南北高架路,南北高架路,0,unknown,,0.0001,0.05,0.15,2026-06-22T21:40:23
OSM00008,O1721531808,O4375143304,南北高架路,南北高架路,0,unknown,,0.0004,0.05,0.15,2026-06-22T21:40:23
OSM00009,O4375143304,O83316739,南北高架路,南北高架路,0,unknown,,0.0004,0.05,0.15,2026-06-22T21:40:23
OSM00010,O824481103,O62924733,威海路,威海路,1,expedite,25,0.0007,0.05,0.05,2026-06-22T21:40:23
OSM00011,O62924733,O94820531,威海路,威海路,1,expedite,25,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00028,O616806539,O640199097,曹杨路,曹杨路,1,expedite,30,0.0014,0.08,0.08,2026-06-22T21:40:23
OSM00029,O640199097,O565239556,曹杨路,曹杨路,1,expedite,35,0.0012,0.08,0.08,2026-06-22T21:40:23
OSM00030,O565239556,O9108225257,曹杨路,曹杨路,1,expedite,35,0.0012,0.08,0.08,2026-06-22T21:40:23
OSM00031,O9108225257,O565239561,曹杨路,曹杨路,1,expedite,30,0.0018,0.08,0.08,2026-06-22T21:40:23
OSM00032,O565239561,O616807329,曹杨路,曹杨路,1,expedite,30,0.0003,0.08,0.08,2026-06-22T21:40:23
OSM00033,O616807329,O616807330,曹杨路,曹杨路,1,expedite,30,0.0003,0.08,0.08,2026-06-22T21:40:23
OSM00034,O616807330,O726711357,曹杨路,曹杨路,1,expedite,30,0.0003,0.08,0.08,2026-06-22T21:40:23
OSM00049,O63288791,O78013509,延安高架路,延安高架路,1,expedite,60,0.0009,0.05,0.05,2026-06-22T21:40:23
OSM00050,O78013509,O10614551638,延安高架路,延安高架路,1,expedite,60,0.0008,0.05,0.05,2026-06-22T21:40:23
OSM00051,O10614551638,O1984271708,延安高架路,延安高架路,1,expedite,60,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00052,O1984271708,O1984271715,延安高架路,延安高架路,1,expedite,60,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00053,O1984271715,O78013508,延安高架路,延安高架路,1,expedite,60,0.0009,0.05,0.05,2026-06-22T21:40:23
OSM00054,O78013508,O1984271656,延安高架路,延安高架路,1,expedite,60,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00055,O1984271656,O78013507,延安高架路,延安高架路,1,expedite,60,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00056,O78013507,O78013505,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00057,O78013505,O78013503,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00058,O78013503,O1984271659,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00059,O1984271659,O78013502,延安高架路,延安高架路,1,expedite,60,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00060,O78013502,O78013501,延安高架路,延安高架路,1,expedite,60,0.0007,0.05,0.05,2026-06-22T21:40:23
OSM00061,O78013501,O1730218059,延安高架路,延安高架路,1,expedite,60,0.0007,0.05,0.05,2026-06-22T21:40:23
OSM00062,O1730218059,O824481386,延安高架路,延安高架路,1,expedite,60,0.0012,0.05,0.05,2026-06-22T21:40:23
OSM00063,O824481386,O78013500,延安高架路,延安高架路,1,expedite,60,0.0014,0.05,0.05,2026-06-22T21:40:23
OSM00064,O78013500,O1730218046,延安高架路,延安高架路,1,expedite,60,0.001,0.05,0.05,2026-06-22T21:40:23
OSM00065,O1730218046,O78013499,延安高架路,延安高架路,1,expedite,60,0.0003,0.05,0.05,2026-06-22T21:40:23
OSM00066,O78013499,O78013497,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00067,O78013497,O1730218026,延安高架路,延安高架路,1,expedite,60,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00068,O1730218026,O78013496,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00069,O78013496,O1730218062,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00070,O1730218062,O78013494,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00071,O78013494,O78017298,延安高架路,延安高架路,1,expedite,60,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00072,O78017298,O1730218005,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00073,O1730218005,O78017296,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00074,O78017296,O78017295,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00075,O78017295,O1730218037,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00076,O1730218037,O78017294,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00077,O78017294,O4676163129,延安高架路,延安高架路,1,expedite,60,0.0011,0.05,0.05,2026-06-22T21:40:23
OSM00078,O4676163129,O78017293,延安高架路,延安高架路,1,expedite,60,0.0029,0.05,0.05,2026-06-22T21:40:23
OSM00079,O78017293,O78017292,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00080,O78017292,O1984211701,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00081,O1984211701,O78017291,延安高架路,延安高架路,1,expedite,60,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00082,O78017291,O1984211697,延安高架路,延安高架路,1,expedite,60,0.0012,0.05,0.05,2026-06-22T21:40:23
OSM00083,O1984211697,O78017290,延安高架路,延安高架路,1,expedite,60,0.0014,0.05,0.05,2026-06-22T21:40:23
OSM00084,O78017290,O1984211690,延安高架路,延安高架路,1,expedite,60,0.0,0.05,0.05,2026-06-22T21:40:23
OSM00085,O1984211690,O64806122,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00086,O64806122,O95398699,延安高架路,延安高架路,1,expedite,60,0.0003,0.05,0.05,2026-06-22T21:40:23
OSM00087,O95398699,O559822228,延安高架路,延安高架路,1,expedite,60,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00088,O559822228,O64806123,延安高架路,延安高架路,1,expedite,60,0.0,0.05,0.05,2026-06-22T21:40:23
OSM00089,O64806123,O1984211688,延安高架路,延安高架路,1,expedite,60,0.0,0.05,0.05,2026-06-22T21:40:23
OSM00090,O1984211688,O824634577,延安高架路,延安高架路,1,expedite,60,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00091,O824634577,O824634579,延安高架路,延安高架路,1,expedite,60,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00092,O64806126,O5016330952,延安高架路,延安高架路,1,expedite,60,0.0047,0.05,0.05,2026-06-22T21:40:23
OSM00093,O68522692,O68522712,延安高架路,延安高架路,1,expedite,60,0.0025,0.05,0.05,2026-06-22T21:40:23
OSM00094,O68522712,O1984201351,延安高架路,延安高架路,1,expedite,60,0.0031,0.05,0.05,2026-06-22T21:40:23
OSM00095,O1984201351,O64806126,延安高架路,延安高架路,1,expedite,60,0.0031,0.05,0.05,2026-06-22T21:40:23
OSM00096,O5016330952,O5016330951,延安高架路,延安高架路,1,expedite,60,0.0046,0.05,0.05,2026-06-22T21:40:23
OSM00097,O5016330951,O5016330950,延安高架路,延安高架路,1,expedite,60,0.0044,0.05,0.05,2026-06-22T21:40:23
OSM00098,O5016330950,O81323350,延安高架路,延安高架路,1,expedite,60,0.003,0.05,0.05,2026-06-22T21:40:23
OSM00099,O81323350,O68532588,延安高架路,延安高架路,1,expedite,60,0.0019,0.05,0.05,2026-06-22T21:40:23
OSM00100,O68532588,O64806128,延安高架路,延安高架路,1,expedite,60,0.0022,0.05,0.05,2026-06-22T21:40:23
OSM00101,O64806128,O94706586,延安高架路,延安高架路,1,expedite,60,0.0011,0.05,0.05,2026-06-22T21:40:23
OSM00102,O64812045,O68607281,内环高架路,内环高架路,1,expedite,55,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00103,O68607281,O64812047,内环高架路,内环高架路,1,expedite,55,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00104,O64812047,O3871133039,内环高架路,内环高架路,1,expedite,55,0.0,0.05,0.05,2026-06-22T21:40:23
OSM00105,O3871133039,O3871133045,内环高架路,内环高架路,1,expedite,55,0.0024,0.05,0.05,2026-06-22T21:40:23
OSM00106,O3871133045,O3871133047,内环高架路,内环高架路,1,expedite,55,0.0027,0.05,0.05,2026-06-22T21:40:23
OSM00107,O3871133047,O64812048,内环高架路,内环高架路,1,expedite,55,0.0029,0.05,0.05,2026-06-22T21:40:23
OSM00108,O64812048,O3871133049,内环高架路,内环高架路,1,expedite,55,0.0031,0.05,0.05,2026-06-22T21:40:23
OSM00109,O3871133049,O64812049,内环高架路,内环高架路,1,expedite,55,0.0046,0.05,0.05,2026-06-22T21:40:23
OSM00110,O64812049,O64811178,内环高架路,内环高架路,1,expedite,55,0.0028,0.05,0.05,2026-06-22T21:40:23
OSM00111,O64811178,O68607666,内环高架路,内环高架路,1,expedite,55,0.0012,0.05,0.05,2026-06-22T21:40:23
OSM00112,O68607666,O3871133051,内环高架路,内环高架路,1,expedite,55,0.001,0.05,0.05,2026-06-22T21:40:23
OSM00113,O3871133051,O71027548,内环高架路,内环高架路,1,expedite,55,0.001,0.05,0.05,2026-06-22T21:40:23
OSM00114,O71027548,O3871133054,内环高架路,内环高架路,1,expedite,55,0.0025,0.05,0.05,2026-06-22T21:40:23
OSM00115,O3871133054,O3883296381,内环高架路,内环高架路,1,expedite,55,0.0031,0.05,0.05,2026-06-22T21:40:23
OSM00116,O3883296381,O64811181,内环高架路,内环高架路,1,expedite,55,0.0043,0.05,0.05,2026-06-22T21:40:23
OSM00117,O64811181,O3881772925,内环高架路,内环高架路,1,expedite,55,0.005,0.05,0.05,2026-06-22T21:40:23
OSM00118,O3881772925,O94570026,内环高架路,内环高架路,1,expedite,55,0.0042,0.05,0.05,2026-06-22T21:40:23
OSM00119,O94570026,O64811184,内环高架路,内环高架路,1,expedite,55,0.005,0.05,0.05,2026-06-22T21:40:23
OSM00120,O64811184,O8108691873,内环高架路,内环高架路,1,expedite,55,0.0058,0.05,0.05,2026-06-22T21:40:23
OSM00121,O8108691873,O64811185,内环高架路,内环高架路,1,expedite,55,0.0054,0.05,0.05,2026-06-22T21:40:23
OSM00122,O64811185,O64811186,内环高架路,内环高架路,1,expedite,55,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00123,O64811186,O8819626686,内环高架路,内环高架路,1,expedite,55,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00124,O8819626686,O64811187,内环高架路,内环高架路,1,expedite,55,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00125,O64811187,O8819626685,内环高架路,内环高架路,1,expedite,55,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00126,O8819626685,O64811188,内环高架路,内环高架路,1,expedite,55,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00127,O64811188,O68608106,内环高架路,内环高架路,1,expedite,55,0.0015,0.05,0.05,2026-06-22T21:40:23
OSM00128,O68608106,O64811189,内环高架路,内环高架路,1,expedite,55,0.0009,0.05,0.05,2026-06-22T21:40:23
OSM00129,O64811189,O64811190,内环高架路,内环高架路,1,expedite,55,0.001,0.05,0.05,2026-06-22T21:40:23
OSM00130,O64811190,O8947636743,内环高架路,内环高架路,1,expedite,55,0.0012,0.05,0.05,2026-06-22T21:40:23
OSM00131,O8947636743,O81321631,内环高架路,内环高架路,1,expedite,55,0.0007,0.05,0.05,2026-06-22T21:40:23
OSM00132,O81321631,O81321632,内环高架路,内环高架路,1,expedite,55,0.0007,0.05,0.05,2026-06-22T21:40:23
OSM00133,O81321632,O81321633,内环高架路,内环高架路,1,expedite,55,0.0007,0.05,0.05,2026-06-22T21:40:23
OSM00143,O3956293527,O64811169,内环高架路,内环高架路,1,expedite,55,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00144,O64811169,O469945316,内环高架路,内环高架路,1,expedite,55,0.0023,0.05,0.05,2026-06-22T21:40:23
OSM00145,O469945316,O3956293529,内环高架路,内环高架路,1,expedite,55,0.0017,0.05,0.05,2026-06-22T21:40:23
OSM00146,O3956293529,O81320423,内环高架路,内环高架路,1,expedite,55,0.0017,0.05,0.05,2026-06-22T21:40:23
OSM00147,O81320423,O81320424,内环高架路,内环高架路,1,expedite,55,0.0017,0.05,0.05,2026-06-22T21:40:23
OSM00148,O81320424,O81320425,内环高架路,内环高架路,1,expedite,55,0.0025,0.05,0.05,2026-06-22T21:40:23
OSM00149,O81320425,O4002131739,内环高架路,内环高架路,1,expedite,55,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00150,O4002131739,O81320427,内环高架路,内环高架路,1,expedite,55,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00151,O81320427,O81320428,内环高架路,内环高架路,1,expedite,55,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00152,O81320428,O8947636733,内环高架路,内环高架路,1,expedite,55,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00153,O8947636733,O81320429,内环高架路,内环高架路,1,expedite,55,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00154,O81320429,O4001032065,内环高架路,内环高架路,1,expedite,55,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00155,O4001032065,O81320430,内环高架路,内环高架路,1,expedite,55,0.0008,0.05,0.05,2026-06-22T21:40:23
OSM00156,O81320430,O81320431,内环高架路,内环高架路,1,expedite,55,0.0031,0.05,0.05,2026-06-22T21:40:23
OSM00157,O81320431,O81320432,内环高架路,内环高架路,1,expedite,55,0.0042,0.05,0.05,2026-06-22T21:40:23
OSM00158,O81320432,O81320433,内环高架路,内环高架路,1,expedite,55,0.0042,0.05,0.05,2026-06-22T21:40:23
OSM00159,O81320433,O81320434,内环高架路,内环高架路,1,expedite,55,0.002,0.05,0.05,2026-06-22T21:40:23
OSM00160,O81320434,O81320435,内环高架路,内环高架路,1,expedite,55,0.0008,0.05,0.05,2026-06-22T21:40:23
OSM00161,O81320435,O3871133032,内环高架路,内环高架路,1,expedite,55,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00162,O3871133032,O81320436,内环高架路,内环高架路,1,expedite,55,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00163,O81320436,O3871133035,内环高架路,内环高架路,1,expedite,55,0.0011,0.05,0.05,2026-06-22T21:40:23
OSM00164,O3871133035,O81320437,内环高架路,内环高架路,1,expedite,55,0.0011,0.05,0.05,2026-06-22T21:40:23
OSM00165,O81320437,O64812045,内环高架路,内环高架路,1,expedite,55,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00170,O554236879,O11871725041,思南路,思南路,1,expedite,25,0.0066,0.05,0.05,2026-06-22T21:40:23
OSM00171,O11871725041,O483119801,思南路,思南路,1,expedite,25,0.0063,0.05,0.05,2026-06-22T21:40:23
OSM00172,O483119801,O6878129673,思南路,思南路,1,expedite,25,0.0052,0.05,0.05,2026-06-22T21:40:23
OSM00173,O6878129673,O601681404,思南路,思南路,1,expedite,25,0.0035,0.05,0.05,2026-06-22T21:40:23
OSM00174,O601681404,O601681433,思南路,思南路,1,expedite,25,0.0022,0.05,0.05,2026-06-22T21:40:23
OSM00175,O601681433,O601681398,思南路,思南路,1,expedite,25,0.0008,0.05,0.05,2026-06-22T21:40:23
OSM00176,O601681398,O154073639,思南路,思南路,1,expedite,25,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00177,O154073639,O76482203,思南路,思南路,1,expedite,25,0.0,0.05,0.05,2026-06-22T21:40:23
OSM00178,O76482203,O6388820782,思南路,思南路,1,expedite,25,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00179,O6388820782,O6388770554,思南路,思南路,1,expedite,25,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00180,O6388770554,O76482720,思南路,思南路,1,expedite,25,0.0017,0.05,0.05,2026-06-22T21:40:23
OSM00181,O76482720,O76482721,思南路,思南路,1,expedite,25,0.0008,0.05,0.05,2026-06-22T21:40:23
OSM00182,O76482721,O76482722,思南路,思南路,1,expedite,25,0.0003,0.05,0.05,2026-06-22T21:40:23
OSM00183,O76482722,O76482723,思南路,思南路,1,expedite,25,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00184,O76482723,O76482724,思南路,思南路,1,expedite,25,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00185,O76482724,O87604258,思南路,思南路,1,expedite,25,0.0,0.05,0.05,2026-06-22T21:40:23
OSM00186,O87604258,O1576344477,思南路,思南路,1,expedite,25,0.0,0.05,0.05,2026-06-22T21:40:23
OSM00187,O1576344477,O1576344742,思南路,思南路,1,expedite,25,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00188,O1576344742,O858404385,思南路,思南路,1,expedite,25,0.0018,0.05,0.05,2026-06-22T21:40:23
OSM00189,O858404385,O858404199,思南路,思南路,1,expedite,25,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00190,O78603290,O78011920,延安高架路,延安高架路,1,expedite,60,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00191,O78011920,O1721521105,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00192,O1721521105,O78011919,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00193,O78011919,O78011918,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00194,O78011918,O78603289,延安高架路,延安高架路,1,expedite,60,0.0014,0.05,0.05,2026-06-22T21:40:23
OSM00195,O78603289,O78603287,延安高架路,延安高架路,1,expedite,60,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00203,O10947958446,O78614957,延安高架路,延安高架路,1,expedite,60,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00204,O78614957,O78614955,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00205,O78614955,O78614954,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00206,O78614954,O78614953,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00207,O78614953,O154902768,延安高架路,延安高架路,1,expedite,60,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00208,O469946025,O565246755,武夷路,武夷路,1,expedite,25,0.0003,0.08,0.08,2026-06-22T21:40:23
OSM00235,O64869242,O64869243,内环高架路,内环高架路,1,expedite,55,0.0003,0.05,0.05,2026-06-22T21:40:23
OSM00236,O82515933,O82520027,汾阳路,汾阳路,1,expedite,30,0.0031,0.05,0.05,2026-06-22T21:40:23
OSM00237,O82520027,O82515934,汾阳路,汾阳路,1,expedite,30,0.0038,0.05,0.05,2026-06-22T21:40:23
OSM00247,O600144559,O64841425,南北高架路,南北高架路,1,expedite,60,0.0054,0.05,0.05,2026-06-22T21:40:23
OSM00248,O64841425,O1721521091,南北高架路,南北高架路,1,expedite,60,0.0056,0.05,0.05,2026-06-22T21:40:23
OSM00249,O1721521091,O1721521087,南北高架路,南北高架路,1,expedite,60,0.0057,0.05,0.05,2026-06-22T21:40:23
OSM00250,O1721521087,O477603292,南北高架路,南北高架路,1,expedite,60,0.0069,0.05,0.05,2026-06-22T21:40:23
OSM00251,O477603292,O64841426,南北高架路,南北高架路,1,expedite,60,0.006,0.05,0.05,2026-06-22T21:40:23
OSM00252,O64841426,O4375143145,南北高架路,南北高架路,1,expedite,60,0.0043,0.05,0.05,2026-06-22T21:40:23
OSM00253,O4375143145,O1721521123,南北高架路,南北高架路,1,expedite,60,0.0032,0.05,0.05,2026-06-22T21:40:23
OSM00254,O1721521123,O64841427,南北高架路,南北高架路,1,expedite,60,0.0017,0.05,0.05,2026-06-22T21:40:23
OSM00255,O64841427,O1721521098,南北高架路,南北高架路,1,expedite,60,0.0014,0.05,0.05,2026-06-22T21:40:23
OSM00256,O1721521098,O1721521117,南北高架路,南北高架路,1,expedite,60,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00257,O1721521117,O1721521114,南北高架路,南北高架路,1,expedite,60,0.0009,0.05,0.05,2026-06-22T21:40:23
OSM00258,O1721521114,O64841428,南北高架路,南北高架路,1,expedite,60,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00259,O71121976,O1721521125,南北高架路,南北高架路,1,expedite,60,0.0011,0.05,0.05,2026-06-22T21:40:23
OSM00260,O1721521125,O1721521086,南北高架路,南北高架路,1,expedite,60,0.0,0.05,0.05,2026-06-22T21:40:23
OSM00261,O1721521086,O71121978,南北高架路,南北高架路,1,expedite,60,0.0008,0.05,0.05,2026-06-22T21:40:23
OSM00262,O71121978,O1721521108,南北高架路,南北高架路,1,expedite,60,0.0022,0.05,0.05,2026-06-22T21:40:23
OSM00263,O1721521108,O71121979,南北高架路,南北高架路,1,expedite,60,0.0029,0.05,0.05,2026-06-22T21:40:23
OSM00264,O81326271,O81326272,延安高架路,延安高架路,1,expedite,50,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00265,O81326272,O81326273,延安高架路,延安高架路,1,expedite,50,0.0009,0.05,0.05,2026-06-22T21:40:23
OSM00266,O81326273,O81326274,延安高架路,延安高架路,1,expedite,50,0.0009,0.05,0.05,2026-06-22T21:40:23
OSM00267,O81326274,O565249186,延安高架路,延安高架路,1,expedite,50,0.0005,0.05,0.05,2026-06-22T21:40:23
OSM00268,O565249186,O81326275,延安高架路,延安高架路,1,expedite,50,0.0002,0.05,0.05,2026-06-22T21:40:23
OSM00269,O81326275,O81326276,延安高架路,延安高架路,1,expedite,50,0.0001,0.05,0.05,2026-06-22T21:40:23
OSM00270,O81326276,O81326277,延安高架路,延安高架路,1,expedite,50,0.0004,0.05,0.05,2026-06-22T21:40:23
OSM00271,O81326277,O81326278,延安高架路,延安高架路,1,expedite,50,0.003,0.05,0.05,2026-06-22T21:40:23
OSM00276,O71127847,O1890811965,黄陂北路,黄陂北路,1,expedite,31,0.0009,0.08,0.08,2026-06-22T21:40:23
OSM00277,O1890811965,O10296384648,黄陂北路,黄陂北路,1,expedite,31,0.0003,0.08,0.08,2026-06-22T21:40:23
OSM00278,O10296384648,O477576916,黄陂北路,黄陂北路,1,expedite,31,0.0003,0.08,0.08,2026-06-22T21:40:23
OSM00288,O479302873,O9812022922,淮海中路,淮海中路,1,expedite,35,0.0017,0.08,0.08,2026-06-22T21:40:23
OSM00289,O9812022922,O486131798,淮海中路,淮海中路,1,expedite,35,0.0012,0.08,0.08,2026-06-22T21:40:23
OSM00290,O486131798,O3113807404,淮海中路,淮海中路,1,expedite,35,0.0006,0.08,0.08,2026-06-22T21:40:23
OSM00291,O3113807404,O9812022923,淮海中路,淮海中路,1,expedite,35,0.0005,0.08,0.08,2026-06-22T21:40:23
OSM00292,O9812022923,O479298745,淮海中路,淮海中路,1,expedite,35,0.0007,0.08,0.08,2026-06-22T21:40:23
OSM00295,O68523085,O68523208,延安高架路,延安高架路,1,expedite,60,0.0019,0.05,0.05,2026-06-22T21:40:23
OSM00296,O68523208,O68532553,延安高架路,延安高架路,1,expedite,60,0.0013,0.05,0.05,2026-06-22T21:40:23
OSM00304,O82516857,O87781402,桃江路,桃江路,0,unknown,,0.0004,0.05,0.15,2026-06-22T21:40:23
OSM00305,O87781402,O12934449903,桃江路,桃江路,0,unknown,,0.0004,0.05,0.15,2026-06-22T21:40:23
OSM00306,O12934449903,O11158574581,桃江路,桃江路,0,unknown,,0.0009,0.05,0.15,2026-06-22T21:40:23
OSM00307,O11158574581,O603891557,桃江路,桃江路,0,unknown,,0.0005,0.05,0.15,2026-06-22T21:40:23
OSM00308,O603891557,O603891558,桃江路,桃江路,0,unknown,,0.0003,0.05,0.15,2026-06-22T21:40:23
OSM00309,O603891558,O6328343885,桃江路,桃江路,0,unknown,,0.001,0.05,0.15,2026-06-22T21:40:23
OSM00310,O6328343885,O94589934,桃江路,桃江路,0,unknown,,0.0041,0.05,0.15,2026-06-22T21:40:23
OSM00311,O9269522770,O154072852,复兴西路,复兴西路,1,expedite,30,0.0007,0.08,0.08,2026-06-22T21:40:23
OSM00312,O154072852,O64809715,复兴西路,复兴西路,1,expedite,30,0.0013,0.08,0.08,2026-06-22T21:40:23
OSM00313,O64809715,O4154680717,复兴西路,复兴西路,1,expedite,30,0.0005,0.08,0.08,2026-06-22T21:40:23
OSM00314,O4154680717,O603891525,复兴西路,复兴西路,1,expedite,30,0.0005,0.08,0.08,2026-06-22T21:40:23
OSM00315,O313634469,O6563369996,华山路,华山路,1,expedite,30,0.0022,0.08,0.08,2026-06-22T21:40:23
OSM00316,O6563369996,O9775112275,华山路,华山路,1,expedite,30,0.0022,0.08,0.08,2026-06-22T21:40:23
OSM00317,O9775112275,O66899648,华山路,华山路,1,expedite,30,0.0023,0.08,0.08,2026-06-22T21:40:23
OSM00318,O131184023,O94589934,乌鲁木齐南路,乌鲁木齐南路,1,expedite,30,0.0005,0.08,0.08,2026-06-22T21:40:23
OSM00319,O94589934,O6328342883,乌鲁木齐南路,乌鲁木齐南路,1,expedite,30,0.0005,0.08,0.08,2026-06-22T21:40:23
OSM00320,O6328342883,O94574920,乌鲁木齐南路,乌鲁木齐南路,1,expedite,30,0.0006,0.08,0.08,2026-06-22T21:40:23
OSM00321,O94574920,O10223445689,乌鲁木齐南路,乌鲁木齐南路,1,expedite,30,0.0006,0.08,0.08,2026-06-22T21:40:23
OSM00322,O10223445689,O87723676,乌鲁木齐南路,乌鲁木齐南路,1,expedite,30,0.0006,0.08,0.08,2026-06-22T21:40:23
OSM00323,O94706586,O68532912,延安高架路,延安高架路,1,expedite,60,0.0016,0.05,0.05,2026-06-22T21:40:23
OSM00324,O68532912,O68523085,延安高架路,延安高架路,1,expedite,60,0.0029,0.05,0.05,2026-06-22T21:40:23
OSM00325,O648296963,O9804361019,陕西北路,陕西北路,1,expedite,30,0.0011,0.05,0.05,2026-06-22T21:40:23
OSM00326,O9804361019,O13432512085,陕西北路,陕西北路,1,expedite,30,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00327,O13432512085,O648297105,陕西北路,陕西北路,1,expedite,30,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00336,O1572270960,O8364544027,南北高架路,南北高架路,1,expedite,60,0.0012,0.05,0.05,2026-06-22T21:40:23
OSM00337,O8364544027,O64841419,南北高架路,南北高架路,1,expedite,60,0.0006,0.05,0.05,2026-06-22T21:40:23
OSM00338,O64841419,O4375143309,南北高架路,南北高架路,1,expedite,60,0.0023,0.05,0.05,2026-06-22T21:40:23
