sample_id,usgs_event_id,event_date,year,month,area,place_name,latitude,longitude,depth_km,magnitude,magnitude_type,review_status,locationSource,magSource,year_earthquake_count,year_max_magnitude,year_avg_magnitude,year_min_depth_km,year_avg_depth_km,year_major_earthquake_flag,noaa_significant_event_count,noaa_deaths_sum,noaa_injuries_sum,noaa_damage_million_usd_sum,noaa_houses_destroyed_sum,noaa_houses_damaged_sum,noaa_max_intensity,noaa_max_magnitude,gdp_real_million_2017usd,gdp_current_million_usd,industry_total_million_usd,industry_agriculture_million_usd,industry_construction_million_usd,industry_manufacturing_million_usd,industry_private_services_million_usd,industry_agriculture_share,industry_construction_share,industry_manufacturing_share,industry_private_services_share,has_noaa_loss_record,major_event_flag,shallow_event_flag,very_shallow_event_flag,event_severity_score,gdp_pre_1y,gdp_event_year,gdp_post_1y,gdp_post_2y,gdp_post_3y,gdp_change_event_vs_pre,gdp_growth_next_1y,gdp_growth_next_3y,recovery_cycle_years,recovered_within_horizon,recovery_target_note
1,usp0008dq4,1998-01-03,1998.0,1.0,AK,"85 km SW of False Pass, Alaska",54.224,-164.177,10.0,5.8,mwc,reviewed,us,hrv,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,1,61.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
2,usp0008e47,1998-01-11,1998.0,1.0,AK,"147 km E of Atka, Alaska",52.117,-172.048,33.0,4.6,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,49.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
3,usp0008ea4,1998-01-14,1998.0,1.0,AK,"155 km NE of Atka, Alaska",53.162,-172.546,156.9,4.9,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,0,0,49.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
4,ak998qsuvww,1998-01-16,1998.0,1.0,AK,"129 km E of Chignik, Alaska",56.2602,-156.314,43.6,4.9,mb,reviewed,ak,ak,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,52.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
5,usp0008eu9,1998-01-23,1998.0,1.0,AK,"123 km WSW of Adak, Alaska",51.296,-178.152,33.0,4.9,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,52.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
6,usp0008euq,1998-01-23,1998.0,1.0,AK,"64 km SSE of Nikolski, Alaska",52.379,-168.643,33.0,5.9,mwc,reviewed,us,hrv,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,62.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
7,usp0008eur,1998-01-23,1998.0,1.0,AK,"71 km S of Nikolski, Alaska",52.308,-168.668,33.0,5.2,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,55.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
8,usp0008ev2,1998-01-23,1998.0,1.0,AK,"70 km SSE of Nikolski, Alaska",52.328,-168.615,33.0,5.4,mwc,reviewed,us,hrv,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,57.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
9,usp0008eva,1998-01-23,1998.0,1.0,AK,"77 km SSE of Nikolski, Alaska",52.261,-168.614,33.0,5.3,mwc,reviewed,us,hrv,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,56.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
10,usp0008ezn,1998-01-26,1998.0,1.0,AK,"54 km SSE of Nikolski, Alaska",52.523,-168.423,33.0,4.7,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,50.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
11,usp0008f0k,1998-01-26,1998.0,1.0,WA,off the coast of Washington,46.193,-129.652,10.0,4.5,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299817.0,209222.5,209222.5,3695.1,9082.0,31481.9,134987.6,0.017661102414893236,0.04340833323375832,0.15047091015545652,0.6451868226409684,0,0,1,1,48.0,281522.2,299817.0,322721.6,325857.6,317860.6,0.06498528357621526,0.07639526778001239,0.0601820443804053,0,1,0
12,usp0008f3f,1998-01-28,1998.0,1.0,AK,"88 km WSW of Adak, Alaska",51.491,-177.758,41.8,4.8,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,51.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
13,usp0008f4p,1998-01-29,1998.0,1.0,AK,"49 km SE of Nikolski, Alaska",52.604,-168.374,33.0,4.6,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,49.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
14,usp0008fmt,1998-02-07,1998.0,2.0,AK,"145 km SSE of Atka, Alaska",50.928,-173.665,33.0,4.8,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,51.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
15,ak9981u6f4px,1998-02-09,1998.0,2.0,AK,"74 km SW of Karluk, Alaska",57.1262,-155.3773,54.2,4.6,mb,reviewed,ak,ak,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,49.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
16,usp0008fx7,1998-02-13,1998.0,2.0,AK,"40 km ESE of Adak, Alaska",51.701,-176.116,42.5,4.6,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,49.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
17,ak99822ggpdi,1998-02-14,1998.0,2.0,AK,"65 km N of Petersville, Alaska",63.0763,-150.9273,128.9,4.6,mb,reviewed,ak,ak,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,0,0,46.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
18,usp0008g6r,1998-02-18,1998.0,2.0,AK,"71 km SSW of Adak, Alaska",51.28,-177.019,33.0,4.5,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,48.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
19,usp0008hr2,1998-03-20,1998.0,3.0,AK,"58 km SSW of Adak, Alaska",51.374,-176.878,33.0,4.5,ms,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,48.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
20,usp0008hvn,1998-03-23,1998.0,3.0,OR,"220 km W of Bandon, Oregon",43.44,-127.088,10.0,5.2,mwc,reviewed,us,hrv,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130425.1,105016.4,105016.4,2652.2,5429.9,19962.5,62954.3,0.02525510301248186,0.05170525746454839,0.19008935747178538,0.5994711302234699,0,0,1,1,55.0,124840.6,130425.1,133761.7,145094.2,144486.5,0.044733043577169604,0.025582499074181315,0.10781206991599004,0,1,0
21,usp0008jbv,1998-03-31,1998.0,3.0,AK,"126 km WSW of Adak, Alaska",51.298,-178.208,33.0,4.6,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,49.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
22,usp0008jk3,1998-04-04,1998.0,4.0,AK,"272 km SE of Atka, Alaska",50.669,-171.134,33.0,4.8,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,51.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
23,ak99850bno6i,1998-04-19,1998.0,4.0,AK,"12 km SSE of Akhiok, Alaska",56.8513,-154.0553,10.0,4.6,mb,reviewed,ak,ak,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,1,49.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
24,usp0008kju,1998-04-19,1998.0,4.0,OR,off the coast of Oregon,42.461,-126.686,10.0,4.6,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130425.1,105016.4,105016.4,2652.2,5429.9,19962.5,62954.3,0.02525510301248186,0.05170525746454839,0.19008935747178538,0.5994711302234699,0,0,1,1,49.0,124840.6,130425.1,133761.7,145094.2,144486.5,0.044733043577169604,0.025582499074181315,0.10781206991599004,0,1,0
25,usp0008m54,1998-04-29,1998.0,4.0,AK,"32 km NNE of Chitina, Alaska",61.785,-144.21,33.0,4.5,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,48.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
26,usp0008m8b,1998-05-01,1998.0,5.0,AK,"82 km SSE of Akutan, Alaska",53.411,-165.484,33.0,4.7,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,50.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
27,usp0008nen,1998-05-20,1998.0,5.0,AK,"153 km SW of Nikolski, Alaska",51.959,-170.456,33.0,4.7,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,50.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
28,usp0008nut,1998-05-28,1998.0,5.0,AK,"83 km S of Unalaska, Alaska",53.137,-166.755,33.0,4.8,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,51.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
29,usp0008nvs,1998-05-28,1998.0,5.0,AK,"94 km SE of Akutan, Alaska",53.571,-164.706,33.0,4.8,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,51.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
30,usp0008p7a,1998-06-02,1998.0,6.0,CA,"204 km WNW of Indianola, California",41.107,-126.598,25.0,4.5,mb,reviewed,brk,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538612.3,1143672.5,1143672.5,16955.0,42297.7,163322.2,773853.5,0.014825048254635834,0.036984101654975524,0.1428050425274718,0.676639072811491,0,0,1,0,48.0,1441226.4,1538612.3,1655438.5,1784320.6,1784567.7,0.06757154878650581,0.07592958927989849,0.15985534497546908,0,1,0
31,usp0008pq9,1998-06-10,1998.0,6.0,AK,"102 km NNE of Akutan, Alaska",55.013,-165.32,171.5,4.6,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,0,0,46.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
32,usp0008pvq,1998-06-14,1998.0,6.0,AK,"51 km ESE of Adak, Alaska",51.715,-175.934,46.5,4.5,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,48.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
33,hv1226150,1998-06-27,1998.0,6.0,HI,"51 km NW of Kalaoa, Hawaii",20.0633333,-156.3276667,4.067,5.1,md,reviewed,hv,hv,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58946.1,37503.0,37503.0,335.5,1647.1,724.1,26785.9,0.00894595099058742,0.04391915313441591,0.019307788710236515,0.714233527984428,0,0,1,1,54.0,60620.2,58946.1,59612.1,60745.7,60446.4,-0.027616207138874478,0.011298457404306647,0.025452065531052996,2,1,2
34,ci9058934,1998-07-02,1998.0,7.0,CA,"51km NW of Stovepipe Wells, California",36.945,-117.525,4.646,4.75,ml,reviewed,ci,ci,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538612.3,1143672.5,1143672.5,16955.0,42297.7,163322.2,773853.5,0.014825048254635834,0.036984101654975524,0.1428050425274718,0.676639072811491,0,0,1,1,50.5,1441226.4,1538612.3,1655438.5,1784320.6,1784567.7,0.06757154878650581,0.07592958927989849,0.15985534497546908,0,1,0
35,usp0008qvp,1998-07-03,1998.0,7.0,AK,"241 km WSW of Adak, Alaska",51.167,-179.926,33.0,4.5,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,48.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
36,usp0008qyv,1998-07-05,1998.0,7.0,AK,"128 km WSW of Nikolski, Alaska",52.47,-170.593,33.0,4.8,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,51.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
37,usp0008r8r,1998-07-10,1998.0,7.0,AK,"83 km SW of Nikolski, Alaska",52.322,-169.562,33.0,4.7,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,50.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
38,usp0008rce,1998-07-12,1998.0,7.0,AK,"51 km N of Atka, Alaska",52.648,-174.333,173.4,5.1,mwc,reviewed,us,hrv,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,0,0,51.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
39,usp0008rn7,1998-07-16,1998.0,7.0,AK,"213 km SE of Akutan, Alaska",52.802,-163.465,33.0,4.5,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,48.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
40,usp0008spy,1998-08-03,1998.0,8.0,AK,"88 km SSE of False Pass, Alaska",54.137,-162.824,55.6,5.0,mwc,reviewed,us,hrv,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,53.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
41,usp0008sve,1998-08-06,1998.0,8.0,AK,"50 km WSW of Adak, Alaska",51.66,-177.28,44.6,4.9,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,52.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
42,usp0008tbd,1998-08-16,1998.0,8.0,AK,"81 km S of Atka, Alaska",51.468,-174.151,33.0,4.6,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,49.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
43,ak998aitog0p,1998-08-17,1998.0,8.0,AK,"22 km WNW of Old Harbor, Alaska",57.2532,-153.664,33.0,4.6,mb,reviewed,ak,ak,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,49.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
44,ak998akkb009,1998-08-18,1998.0,8.0,AK,"35 km E of Knik River, Alaska",61.4942,-148.2535,11.7,4.7,mb,reviewed,ak,ak,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,1,50.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
45,usp0008tgh,1998-08-19,1998.0,8.0,AK,"103 km ESE of Nikolski, Alaska",52.51,-167.494,33.0,4.5,mb,reviewed,us,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,48.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
46,ak998ar7sw08,1998-08-22,1998.0,8.0,AK,"62 km E of Pedro Bay, Alaska",59.7502,-152.9895,106.7,4.5,mb,reviewed,ak,ak,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,0,0,45.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
47,ak998aun220z,1998-08-24,1998.0,8.0,AK,"23 km WSW of Anchor Point, Alaska",59.6963,-152.2108,67.0,4.9,ml,reviewed,ak,ak,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,0,52.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
48,usp0008txm,1998-08-27,1998.0,8.0,AK,"126 km SSW of False Pass, Alaska",53.759,-163.939,12.1,4.5,mb,reviewed,aeic,us,205,6.1,4.82429268292683,-3.0,35.13990243902439,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40263.7,24387.8,24387.8,341.2,1163.8,1118.9,13264.7,0.013990601858306202,0.047720581602276546,0.04587949712561199,0.5439071995013901,0,0,1,1,48.0,41071.0,40263.7,39783.1,38428.1,40014.4,-0.019656205108227288,-0.011936309877134952,-0.006191681340760925,4,0,>3
