sample_id,usgs_event_id,event_date,year,month,area,place_name,latitude,longitude,depth_km,magnitude,magnitude_type,review_status,locationSource,magSource,year_earthquake_count,year_max_magnitude,year_avg_magnitude,year_min_depth_km,year_avg_depth_km,year_major_earthquake_flag,noaa_significant_event_count,noaa_deaths_sum,noaa_injuries_sum,noaa_damage_million_usd_sum,noaa_houses_destroyed_sum,noaa_houses_damaged_sum,noaa_max_intensity,noaa_max_magnitude,gdp_real_million_2017usd,gdp_current_million_usd,industry_total_million_usd,industry_agriculture_million_usd,industry_construction_million_usd,industry_manufacturing_million_usd,industry_private_services_million_usd,industry_agriculture_share,industry_construction_share,industry_manufacturing_share,industry_private_services_share,has_noaa_loss_record,major_event_flag,shallow_event_flag,very_shallow_event_flag,event_severity_score,gdp_pre_1y,gdp_event_year,gdp_post_1y,gdp_post_2y,gdp_post_3y,gdp_change_event_vs_pre,gdp_growth_next_1y,gdp_growth_next_3y,recovery_cycle_years,recovered_within_horizon,recovery_target_note
904,ak009fksmo51,2009-12-05,2009.0,12.0,AK,"58 km ENE of Chalkyitsik, Alaska",66.8191,-142.4722,12.1,4.5,mw,reviewed,ak,ak,225,6.9,4.972755555555555,-1.77,29.75787111111111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54951.9,50165.9,50165.9,425.9,2172.2,1452.6,22688.9,0.008489830741599372,0.04330032950669677,0.028955924243360527,0.45227734377336,0,0,1,1,48.0,49926.6,54951.9,53652.0,54045.5,57087.4,0.10065375971926795,-0.023655233031069017,0.03886125866439559,0,1,0
905,usp000h4xt,2009-12-10,2009.0,12.0,OR,off the coast of Oregon,44.135,-129.067,10.0,4.9,mb,reviewed,us,us,225,6.9,4.972755555555555,-1.77,29.75787111111111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176951.6,159330.4,159330.4,3106.4,6438.9,24682.6,101681.0,0.019496593242720787,0.040412250267368936,0.15491456746484036,0.6381770208321828,0,0,1,1,52.0,184842.6,176951.6,180738.2,185959.4,187352.4,-0.042690375487036,0.021399071836592638,0.058777654454664374,2,1,2
906,usp000h50n,2009-12-13,2009.0,12.0,AK,"135 km S of Unalaska, Alaska",52.656,-166.683,4.9,4.7,mb,reviewed,aeic,us,225,6.9,4.972755555555555,-1.77,29.75787111111111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54951.9,50165.9,50165.9,425.9,2172.2,1452.6,22688.9,0.008489830741599372,0.04330032950669677,0.028955924243360527,0.45227734377336,0,0,1,1,50.0,49926.6,54951.9,53652.0,54045.5,57087.4,0.10065375971926795,-0.023655233031069017,0.03886125866439559,0,1,0
907,ak009g675kd7,2009-12-18,2009.0,12.0,AK,"83 km SE of Pope-Vannoy Landing, Alaska",59.0436,-153.4015,80.7,5.1,mw,reviewed,ak,ak,225,6.9,4.972755555555555,-1.77,29.75787111111111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54951.9,50165.9,50165.9,425.9,2172.2,1452.6,22688.9,0.008489830741599372,0.04330032950669677,0.028955924243360527,0.45227734377336,0,0,0,0,51.0,49926.6,54951.9,53652.0,54045.5,57087.4,0.10065375971926795,-0.023655233031069017,0.03886125866439559,0,1,0
908,usp000h5g5,2009-12-30,2009.0,12.0,AK,"50 km ESE of Sand Point, Alaska",55.194,-159.748,44.5,4.8,mb,reviewed,us,us,225,6.9,4.972755555555555,-1.77,29.75787111111111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54951.9,50165.9,50165.9,425.9,2172.2,1452.6,22688.9,0.008489830741599372,0.04330032950669677,0.028955924243360527,0.45227734377336,0,0,1,0,51.0,49926.6,54951.9,53652.0,54045.5,57087.4,0.10065375971926795,-0.023655233031069017,0.03886125866439559,0,1,0
909,usp000h62z,2010-01-13,2010.0,1.0,AK,"19 km WNW of Nikolski, Alaska",52.987,-169.148,97.8,4.5,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,0,0,45.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
910,usp000h6kq,2010-01-25,2010.0,1.0,AK,"168 km SSE of Atka, Alaska",50.833,-173.135,27.0,4.6,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,49.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
911,usp000h6mf,2010-01-25,2010.0,1.0,AK,"140 km SW of Adak, Alaska",50.997,-178.09,10.7,5.3,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,56.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
912,nc71348851,2010-02-04,2010.0,2.0,CA,"61 km WSW of Ferndale, California",40.4123333,-124.9613333,23.048,5.88,mw,reviewed,nc,nc,430,7.2,4.889976744186047,0.002,26.30866511627907,1,2.0,0.0,35.0,43.0,0.0,0.0,0.0,6.5,2153852.8,1938603.3,1938603.3,28237.3,61615.7,219571.0,1352941.2,0.014565795900584714,0.03178355262265364,0.11326247097588248,0.6978948194300505,1,0,1,0,66.8,2110679.4,2153852.8,2192887.2,2255437.3,2340335.3,0.0204547407815701,0.018123058363134367,0.08658089355038562,0,1,0
913,ak0101z611hh,2010-02-12,2010.0,2.0,AK,"146 km SE of Old Harbor, Alaska",56.2148,-151.7389,10.5,4.7,mw,reviewed,ak,ak,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,50.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
914,usp000h7nw,2010-02-25,2010.0,2.0,AK,"49 km ESE of Adak, Alaska",51.701,-175.976,48.2,4.9,mwc,reviewed,us,gcmt,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,52.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
915,usp000h90n,2010-03-09,2010.0,3.0,AK,"91 km SSE of Atka, Alaska",51.482,-173.529,35.0,4.6,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,49.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
916,usp000h90p,2010-03-09,2010.0,3.0,AK,"81 km SE of Atka, Alaska",51.591,-173.529,35.0,4.5,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,48.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
917,usp000h92a,2010-03-10,2010.0,3.0,AK,"80 km SE of Atka, Alaska",51.647,-173.437,51.6,4.9,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,52.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
918,usp000h9rj,2010-03-20,2010.0,3.0,AK,"204 km SE of Nikolski, Alaska",51.884,-166.404,17.4,5.1,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,54.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
919,ak0103q3g7gp,2010-03-22,2010.0,3.0,AK,"58 km SSW of Shungnak, Alaska",66.4029,-157.6365,20.6,4.5,mw,reviewed,ak,ak,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,48.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
920,ak0103q4pmcm,2010-03-22,2010.0,3.0,AK,"116 km E of Chignik, Alaska",56.3124,-156.5276,3.2,4.7,mb,reviewed,ak,ak,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,50.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
921,ak0104gorpek,2010-04-07,2010.0,4.0,AK,"5 km SSW of Meadow Lakes, Alaska",61.5795,-149.6519,35.3,4.6,mw,reviewed,ak,ak,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,49.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
922,usp000hav8,2010-04-07,2010.0,4.0,AK,"46 km E of Atka, Alaska",52.174,-173.525,64.1,5.2,mwc,reviewed,us,gcmt,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,55.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
923,usp000hbaj,2010-04-13,2010.0,4.0,AK,"98 km SSW of Sand Point, Alaska",54.506,-161.024,42.6,4.6,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,49.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
924,nc71382461,2010-04-15,2010.0,4.0,CA,"131 km WSW of Ferndale, California",40.2703333,-125.7648333,29.102,4.52,mw,reviewed,nc,nc,430,7.2,4.889976744186047,0.002,26.30866511627907,1,2.0,0.0,35.0,43.0,0.0,0.0,0.0,6.5,2153852.8,1938603.3,1938603.3,28237.3,61615.7,219571.0,1352941.2,0.014565795900584714,0.03178355262265364,0.11326247097588248,0.6978948194300505,1,0,1,0,53.199999999999996,2110679.4,2153852.8,2192887.2,2255437.3,2340335.3,0.0204547407815701,0.018123058363134367,0.08658089355038562,0,1,0
925,uu50407595,2010-04-15,2010.0,4.0,UT,"9 km NE of Randolph, Utah",41.7133333,-111.094,10.16,4.89,ml,reviewed,uu,uu,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133739.1,118296.3,118296.3,560.7,5231.0,17377.9,74206.6,0.004739793214158009,0.04421947262932146,0.146901466909785,0.6272943447935396,0,0,1,1,51.9,130958.6,133739.1,138301.1,140622.5,145026.9,0.021231900768639858,0.034111191117631265,0.08440164469478251,0,1,0
926,usp000hbhd,2010-04-17,2010.0,4.0,CA,"250 km W of Ferndale, California",40.392,-127.205,10.0,4.5,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,2.0,0.0,35.0,43.0,0.0,0.0,0.0,6.5,2153852.8,1938603.3,1938603.3,28237.3,61615.7,219571.0,1352941.2,0.014565795900584714,0.03178355262265364,0.11326247097588248,0.6978948194300505,1,0,1,1,53.0,2110679.4,2153852.8,2192887.2,2255437.3,2340335.3,0.0204547407815701,0.018123058363134367,0.08658089355038562,0,1,0
927,usp000hc46,2010-04-30,2010.0,4.0,AK,"52 km SE of Nikolski, Alaska",52.67,-168.216,18.2,4.5,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,48.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
928,usp000hc5h,2010-05-01,2010.0,5.0,AK,"155 km S of False Pass, Alaska",53.453,-163.456,35.7,4.5,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,48.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
929,usp000hc80,2010-05-02,2010.0,5.0,AK,"97 km SW of Atka, Alaska",51.588,-175.216,31.6,5.1,mwc,reviewed,aeic,gcmt,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,54.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
930,usp000hc92,2010-05-03,2010.0,5.0,AK,"218 km SE of Akutan, Alaska",52.612,-163.691,7.8,5.5,mwb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,58.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
931,usp000hca6,2010-05-04,2010.0,5.0,AK,"150 km ESE of Akutan, Alaska",53.482,-163.777,4.6,4.6,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,49.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
932,usp000hcf0,2010-05-07,2010.0,5.0,OR,off the coast of Oregon,44.362,-129.467,10.0,5.5,mwb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180738.2,163150.5,163150.5,3073.2,5414.6,25356.8,105350.3,0.01883659565860969,0.03318776221954576,0.15541968918268714,0.6457246530044346,0,0,1,1,58.0,176951.6,180738.2,185959.4,187352.4,189609.7,0.021399071836592638,0.028888192977466757,0.04908480885612449,0,1,0
933,usp000hcf5,2010-05-07,2010.0,5.0,OR,off the coast of Oregon,44.403,-129.523,10.0,5.1,mwc,reviewed,us,gcmt,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180738.2,163150.5,163150.5,3073.2,5414.6,25356.8,105350.3,0.01883659565860969,0.03318776221954576,0.15541968918268714,0.6457246530044346,0,0,1,1,54.0,176951.6,180738.2,185959.4,187352.4,189609.7,0.021399071836592638,0.028888192977466757,0.04908480885612449,0,1,0
934,usp000hcpr,2010-05-13,2010.0,5.0,OR,"171 km W of Gold Beach, Oregon",42.263,-126.499,10.0,5.3,mwc,reviewed,us,gcmt,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180738.2,163150.5,163150.5,3073.2,5414.6,25356.8,105350.3,0.01883659565860969,0.03318776221954576,0.15541968918268714,0.6457246530044346,0,0,1,1,56.0,176951.6,180738.2,185959.4,187352.4,189609.7,0.021399071836592638,0.028888192977466757,0.04908480885612449,0,1,0
935,usp000hcq7,2010-05-13,2010.0,5.0,AK,"91 km S of False Pass, Alaska",54.032,-163.39,47.1,4.9,mwc,reviewed,us,gcmt,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,52.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
936,usp000hcsj,2010-05-15,2010.0,5.0,AK,"158 km WSW of Nikolski, Alaska",52.202,-170.863,25.6,4.8,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,51.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
937,ak0106mcjica,2010-05-24,2010.0,5.0,AK,"32 km W of Happy Valley, Alaska",59.9819,-152.3107,71.5,4.6,mw,reviewed,ak,ak,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,0,0,46.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
938,usp000hd75,2010-05-26,2010.0,5.0,CO,"59 km WSW of Campo Pesquero el Colorado, Mexico",25.498,-109.829,10.0,4.8,mwc,reviewed,us,gcmt,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279385.6,256771.8,256771.8,2274.3,9289.7,19758.8,179835.8,0.008857281056564624,0.036178817144250267,0.07695081780787454,0.7003720813578438,0,0,1,1,51.0,275659.1,279385.6,283963.8,289339.5,301484.1,0.013518508911913302,0.01638667132450639,0.07909677520960279,0,1,0
939,usp000hd9u,2010-05-28,2010.0,5.0,AK,"149 km S of False Pass, Alaska",53.523,-163.168,38.5,5.0,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,53.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
940,usp000hdtp,2010-06-10,2010.0,6.0,AK,"78 km ESE of Atka, Alaska",51.834,-173.217,31.7,4.9,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,52.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
941,usp000hdvq,2010-06-12,2010.0,6.0,AK,"71 km SE of Atka, Alaska",51.835,-173.334,59.9,4.6,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,49.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
942,usp000hdw5,2010-06-12,2010.0,6.0,AK,"79 km SE of King Cove, Alaska",54.542,-161.473,50.7,5.1,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,54.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
943,ak0107jg4rws,2010-06-13,2010.0,6.0,AK,Alaska Peninsula,58.1201,-157.0489,14.9,4.9,mw,reviewed,ak,ak,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,52.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
944,ak0107o8qg5j,2010-06-16,2010.0,6.0,AK,"169 km S of Yakutat, Alaska",58.0335,-139.3752,5.3,5.0,mb,reviewed,ak,ak,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,53.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
945,usp000he3m,2010-06-16,2010.0,6.0,AK,"63 km SSE of Atka, Alaska",51.68,-173.799,50.8,5.1,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,54.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
946,usp000he57,2010-06-16,2010.0,6.0,AK,"52 km SE of Nikolski, Alaska",52.655,-168.246,56.2,4.5,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,48.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
947,usp000he8d,2010-06-18,2010.0,6.0,AK,"114 km SSW of Nikolski, Alaska",52.057,-169.734,10.9,4.9,mwc,reviewed,aeic,gcmt,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,1,52.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
948,usp000hery,2010-07-01,2010.0,7.0,AK,"184 km WSW of Adak, Alaska",51.178,-179.048,35.2,4.7,mb,reviewed,aeic,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,50.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
949,usp000heyg,2010-07-06,2010.0,7.0,AK,"80 km SSW of Atka, Alaska",51.593,-174.838,54.2,4.6,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,49.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
950,usp000hf46,2010-07-10,2010.0,7.0,AK,"75 km SE of Akutan, Alaska",53.694,-164.908,43.9,4.6,mb,reviewed,us,us,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,0,1,0,49.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
951,usp000hfdm,2010-07-18,2010.0,7.0,AK,"66 km W of Nikolski, Alaska",52.876,-169.848,14.0,6.7,mwc,reviewed,us,gcmt,430,7.2,4.889976744186047,0.002,26.30866511627907,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53652.0,53654.0,53654.0,540.4,2129.5,1107.7,24848.7,0.010071942446043165,0.039689491929772246,0.02064524546166176,0.4631285645059082,0,1,1,1,80.0,54951.9,53652.0,54045.5,57087.4,54627.6,-0.023655233031069017,0.0073343025423097,0.018183851487362977,2,1,2
