edge_id,from,to,road_name,traffic_road_name,traffic_status,traffic_status_label,traffic_speed_kmh,original_congestion,mapped_congestion,traffic_captured_at
OSM08249,O244252375,O1190930480,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM08874,O1292894693,O1292894695,中关村北大街,中关村北大街,2,congested,16,0.05,0.6,2026-06-23T17:30:01
OSM09217,O35836103,O31194315,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM09218,O1351023645,O35836103,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM09283,O35835979,O35836658,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM09559,O1359328856,O1359328838,鼓楼外大街,鼓楼外大街,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM09560,O1359328842,O1359328858,鼓楼外大街,鼓楼外大街,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM09630,O1359329129,O9702382564,鼓楼外大街,鼓楼外大街,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM09631,O9702382564,O1359329088,鼓楼外大街,鼓楼外大街,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM09632,O1359329088,O9702382560,鼓楼外大街,鼓楼外大街,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM09633,O9702382560,O1359329024,鼓楼外大街,鼓楼外大街,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM09634,O1359329024,O1359329001,鼓楼外大街,鼓楼外大街,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM09635,O1359329001,O1359328997,鼓楼外大街,鼓楼外大街,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
