edge_id,from,to,road_name,traffic_road_name,traffic_status,traffic_status_label,traffic_speed_kmh,original_congestion,mapped_congestion,traffic_captured_at
OSM10716,O1420957521,O1420957523,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10717,O1420957523,O1420957525,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10718,O1420957525,O1420957527,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10719,O1420957527,O1420957529,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10720,O1420957529,O1420957531,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10721,O1420957531,O1420957533,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10722,O1420957533,O1420957535,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10723,O1420957535,O1420957539,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10724,O1420957539,O1420957542,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10725,O1420957542,O1420957545,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10726,O1420957545,O1420957548,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10727,O1420957548,O9076463202,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10728,O9076463202,O12188158720,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10729,O12188158720,O13951961627,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10730,O13951961627,O1420957550,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10731,O1420957550,O12188165143,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10732,O12188165143,O1805216409,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10733,O1805216409,O9323184968,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10734,O9323184968,O9807750865,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10735,O9807750865,O1420957552,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10736,O1420957552,O1420957555,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10737,O1420957555,O9807750860,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10738,O9807750860,O1805216446,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10739,O1805216446,O1420957560,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10740,O1420957560,O1420957562,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10741,O1420957562,O13951961631,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10742,O13951961631,O9684283542,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10743,O9684283542,O1420957564,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10744,O1420957564,O1420957569,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM10745,O1420957569,O1420957570,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11324,O286387102,O1360097754,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11325,O1360097754,O1771677082,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11326,O1771677082,O380742350,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11327,O380742350,O1685831731,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11328,O1685831731,O1420940420,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11329,O1420940420,O10765492944,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11330,O10765492944,O1735331376,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11331,O1735331376,O380722048,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11453,O1190930488,O9749200721,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11454,O9749200721,O1190930422,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11455,O1190930422,O1190930445,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11456,O1190930445,O31331903,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11461,O1190930480,O264825741,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11462,O264825741,O1748294884,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11463,O1748294884,O1190930434,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11464,O1190930434,O8068937142,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11465,O8068937142,O1190930364,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11470,O1292894695,O1597419027,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11516,O1292894729,O32618841,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11517,O32618841,O288469578,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11518,O288469578,O9331677321,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11519,O9331677321,O245135143,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11520,O245135143,O288469568,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11521,O288469568,O1420627382,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11522,O1420627382,O245135144,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11523,O245135144,O975796014,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11524,O975796014,O245135145,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11525,O245135145,O245135146,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11526,O245135146,O245135147,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11527,O245135147,O380419129,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11528,O380419129,O288469564,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11529,O288469564,O1292894722,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11530,O1292894722,O245135148,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11531,O245135148,O245135149,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11532,O245135149,O1292894687,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11533,O1292894687,O245135150,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11534,O245135150,O12188158721,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11535,O12188158721,O371156302,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11536,O371156302,O12188165144,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11537,O12188165144,O9323184967,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11538,O9323184967,O9807750864,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11539,O9807750864,O245135152,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11540,O245130486,O1292894729,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11541,O286387098,O2904686827,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11550,O32618840,O1360097760,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11551,O1360097760,O1732782037,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11552,O1732782037,O1732782039,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11554,O286387088,O9807750862,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11555,O9807750862,O1420627392,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11556,O1420627392,O286387095,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11557,O286387095,O1292894734,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11558,O1292894734,O286387090,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11559,O286387090,O286387093,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11560,O286387093,O288469557,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11561,O288469557,O380419130,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11562,O380419130,O286387084,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11563,O286387084,O286387080,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11564,O286387080,O286387086,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11565,O286387086,O286387087,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11566,O286387087,O1420627383,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11567,O1420627383,O288469566,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11568,O288469566,O9331677319,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11569,O9331677319,O286387081,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11597,O245135155,O1412183195,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11598,O1412183195,O2575723370,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11599,O2575723370,O245135156,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11600,O245135156,O1420957572,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11601,O1420957572,O9784664334,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11602,O9784664334,O245135157,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11603,O1360087484,O9807750859,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11604,O9807750859,O245135153,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11605,O245135153,O2575723356,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11606,O2575723356,O245135154,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11607,O245135154,O245135155,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM11704,O1528034334,O31331954,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11705,O31331954,O1190930452,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11706,O1190930452,O31331953,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11707,O31331953,O1190930475,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11708,O1190930475,O31331952,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11709,O31331952,O8068937138,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11710,O8068937138,O31331951,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11711,O31331951,O1190930459,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11712,O1190930459,O1502633970,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11713,O1502633970,O1840701844,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11714,O1840701844,O31331950,北二环,北二环路,3,blocked,5,0.05,0.9,2026-06-23T17:30:01
OSM11745,O1360097774,O1365191841,中关村东路,中关村东路,2,congested,27,0.08,0.6,2026-06-23T17:30:01
OSM11746,O1365191841,O1887323317,中关村东路,中关村东路,2,congested,27,0.08,0.6,2026-06-23T17:30:01
OSM11747,O1887323317,O8093518628,中关村东路,中关村东路,2,congested,27,0.08,0.6,2026-06-23T17:30:01
OSM11748,O8093518628,O9331662203,中关村东路,中关村东路,2,congested,27,0.08,0.6,2026-06-23T17:30:01
OSM11749,O9331662203,O1498572986,中关村东路,中关村东路,2,congested,27,0.08,0.6,2026-06-23T17:30:01
OSM11750,O1498572986,O1877984749,中关村东路,中关村东路,2,congested,27,0.08,0.6,2026-06-23T17:30:01
OSM11896,O1555209163,O13800834882,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11897,O13800834882,O341220672,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11898,O341220672,O1860131980,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11899,O1860131980,O340251365,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11900,O340251365,O10122795960,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11901,O10122795960,O341220375,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11902,O341220375,O269487711,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11903,O269487711,O341219788,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11904,O341219788,O340251837,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11905,O340251837,O1861757924,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11906,O1861757924,O1861757949,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11907,O1861757949,O734045619,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11908,O734045619,O12876506857,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11909,O12876506857,O32388119,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11910,O32388119,O9864155728,安定门内大街,安定门内大街,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11911,O264827881,O8949932939,安定门外大街,安定门外大街,2,congested,20,0.08,0.6,2026-06-23T17:30:01
OSM11912,O8949932939,O8949932940,安定门外大街,安定门外大街,2,congested,20,0.08,0.6,2026-06-23T17:30:01
OSM11913,O8949932940,O264827883,安定门外大街,安定门外大街,2,congested,20,0.08,0.6,2026-06-23T17:30:01
OSM11943,O1732795538,O12770184037,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11944,O12770184037,O12770184057,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11945,O12770184057,O2566017367,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11946,O2566017367,O12770184038,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11947,O12770184038,O10845902592,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11948,O10845902592,O12409908292,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11949,O12409908292,O10173071027,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11950,O10173071027,O12409908297,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11951,O12409908297,O12409908290,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11952,O12409908290,O12770147876,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM11953,O12770147876,O7077846425,双清路,双清路,2,congested,15,0.08,0.6,2026-06-23T17:30:01
OSM12018,O380722048,O9560337248,中关村北大街,中关村北大街,2,congested,16,0.05,0.6,2026-06-23T17:30:01
OSM12019,O9560337248,O9560281035,中关村北大街,中关村北大街,2,congested,16,0.05,0.6,2026-06-23T17:30:01
OSM12020,O9560281035,O1573977364,中关村北大街,中关村北大街,2,congested,16,0.05,0.6,2026-06-23T17:30:01
OSM12117,O9156861087,O9156861086,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12118,O9156861086,O9156861085,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12119,O9156861085,O9156861084,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12120,O9156861084,O9156861083,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12121,O9156861083,O9323184989,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12122,O9323184989,O245130886,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12123,O245130886,O593586479,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12124,O593586479,O245130887,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12125,O245130887,O10198891197,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12126,O10198891197,O9156861088,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12127,O9156861088,O10635201716,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12128,O10635201716,O5928928464,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12129,O5928928464,O10239413653,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12130,O10239413653,O10239413652,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12131,O10239413652,O2354061094,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12132,O2354061094,O10239413650,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12133,O10239413650,O10198891196,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12134,O10198891196,O10239413651,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12135,O10239413651,O8074560806,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12136,O8074560806,O10239413654,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12137,O10239413654,O2354061089,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12138,O2354061089,O380738648,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12139,O380738648,O3957789276,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12140,O3957789276,O8156964691,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12141,O8156964691,O8156964692,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12142,O8156964692,O8156964693,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12143,O8156964693,O2354061092,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12144,O2354061092,O10198891195,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12145,O10198891195,O245130899,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12146,O245130899,O13097852679,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12147,O13097852679,O245130900,清华南路,清华南路,1,expedite,20,0.08,0.08,2026-06-23T17:30:01
OSM12230,O1587187584,O1587187585,清华东路,清华东路,1,expedite,30,0.08,0.08,2026-06-23T17:30:01
OSM12231,O1587187585,O8631500098,清华东路,清华东路,1,expedite,30,0.08,0.08,2026-06-23T17:30:01
OSM12232,O8631500098,O9908830574,清华东路,清华东路,1,expedite,30,0.08,0.08,2026-06-23T17:30:01
OSM12233,O9908830574,O10888543701,清华东路,清华东路,1,expedite,30,0.08,0.08,2026-06-23T17:30:01
OSM12234,O10888543701,O528883739,清华东路,清华东路,1,expedite,30,0.08,0.08,2026-06-23T17:30:01
OSM12239,O1587187587,O1587187584,清华东路,清华东路,1,expedite,30,0.08,0.08,2026-06-23T17:30:01
OSM12304,O1597419024,O10060051281,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM12305,O10060051281,O9331662216,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM12306,O9331662216,O1597419021,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM12307,O1597419027,O9331662215,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM12308,O9331662215,O286387098,中关村北大街,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM12309,O1292894684,O1597419024,中关村北大街辅路,中关村北大街,2,congested,16,0.08,0.6,2026-06-23T17:30:01
OSM12343,O1803664767,O1803692411,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12344,O1803692411,O1667135535,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12345,O1617939364,O35836100,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12346,O35836100,O1351023645,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12347,O1617939361,O1617939367,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12348,O35836658,O1351023799,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12349,O1617939368,O1617939364,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12350,O1617939406,O1617939400,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12351,O1617939400,O72860565,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12352,O72860565,O403081253,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12353,O403081253,O72860570,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12354,O1667135538,O718384201,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12355,O718384201,O1803664768,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12356,O1617939367,O1803664765,首都机场高速公路,机场高速,2,congested,41,0.05,0.6,2026-06-23T17:30:01
OSM12734,O6856834595,O13005913906,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12735,O13005913906,O13005913907,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12736,O13005913907,O7095717394,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12737,O7095717394,O13005913933,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12738,O13005913933,O11780070871,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12739,O11780070871,O11780070872,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12740,O11780070872,O13005913934,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12741,O13005913934,O1658109936,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12742,O1658109936,O13005913909,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12743,O13005913909,O13005913908,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12744,O13005913908,O5422197648,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12745,O5422197648,O8283458696,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12746,O8283458696,O11780040868,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12747,O11780040868,O11780040867,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12748,O11780040867,O11992333012,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12749,O11992333012,O11061662721,东坝路,东坝路,1,expedite,25,0.08,0.08,2026-06-23T17:30:01
OSM12750,O1658109508,O12635078802,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12751,O12635078802,O9689238259,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12752,O9689238259,O6856865919,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12753,O6856865919,O11726786929,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12754,O11726786929,O9689238265,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12755,O9689238265,O1859933579,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12756,O1859933579,O6856865540,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12757,O6856865540,O11726786931,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12758,O11726786931,O11710393628,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12759,O11710393628,O11726786933,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12760,O11726786933,O9689238411,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
OSM12761,O9689238411,O9689238414,青年路,青年路,1,expedite,35,0.08,0.08,2026-06-23T17:30:01
